Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A4D7C151	unreviewed	Periplasmic heavy metal sensor	1763828	Hankyongella ginsenosidimutans	190	PF13801	9..125
A0A4D7DH27	unreviewed	Periplasmic heavy metal sensor	2571749	Novosphingobium sp. EMRT-2	145	PF13801	10..130
A0A4D8PPI8	unreviewed	Periplasmic heavy metal sensor	192	Azospirillum brasilense	155	PF13801	21..146
A0A4D8QIH3	unreviewed	Periplasmic heavy metal sensor	192	Azospirillum brasilense	155	PF13801	21..146
A0A4D8RCT4	unreviewed	Periplasmic heavy metal sensor	192	Azospirillum brasilense	155	PF13801	21..146
A0A4P0XIM2	unreviewed	Zinc resistance-associated protein	573	Klebsiella pneumoniae	106	PF13801	2..89
A0A4P1K3I2	unreviewed	Nickel and cobalt resistance protein CnrR	1325724	Brevundimonas vancanneytii	147	PF13801	9..132
A0A4P1K5R4	unreviewed	Nickel and cobalt resistance protein CnrR	1325724	Brevundimonas vancanneytii	146	PF13801	10..130
A0A4P1KB65	unreviewed	Predicted integral membrane protein	1325724	Brevundimonas vancanneytii	177	PF13801	12..140
A0A4P2PXU7	unreviewed	Periplasmic heavy metal sensor	56	Sorangium cellulosum	186	PF13801	39..149
A0A4P2QL43	unreviewed	Periplasmic heavy metal sensor	56	Sorangium cellulosum	182	PF13801	27..145
A0A4P5NNL8	unreviewed	L27 domain-containing protein	1932662	Komagataeibacter diospyri	174	PF13801	27..142
A0A4P5W522	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	166	PF13801	3..137
A0A4P6HG29	unreviewed	Pilus assembly protein	296842	Solidesulfovibrio carbinolicus	166	PF13801	9..128
A0A4P6HPR8	unreviewed	Zinc resistance protein	296842	Solidesulfovibrio carbinolicus	147	PF13801	5..124
A0A4P6HQW8	unreviewed	Periplasmic heavy metal sensor	296842	Solidesulfovibrio carbinolicus	154	PF13801	18..141
A0A4P6L6R9	unreviewed	Periplasmic heavy metal sensor	321985	Pseudoduganella lutea	198	PF13801	70..172
A0A4P6MF49	unreviewed	Periplasmic heavy metal sensor	2017482	Thalassococcus sp. S3	160	PF13801	17..136
A0A4P6UNP6	unreviewed	Periplasmic heavy metal sensor	80880	Hylemonella gracilis	155	PF13801	11..138
A0A4P6VS48	unreviewed	Signaling pathway modulator ZraP	2545632	Rheinheimera sp. D18	155	PF13801	17..136
A0A4P6WEG5	unreviewed	Zinc resistance-associated protein	2546350	Citrobacter arsenatis	147	PF13801	7..122
A0A4P6XA00	unreviewed	Periplasmic heavy metal sensor	1523415	Sphingomonas sp. AAP5	148	PF13801	10..130
A0A4P6XDW3	unreviewed	Periplasmic heavy metal sensor	1523415	Sphingomonas sp. AAP5	146	PF13801	13..130
A0A4P7CTV5	unreviewed	Periplasmic heavy metal sensor	2547399	Paraburkholderia pallida	182	PF13801	34..143
A0A4P7CXH3	unreviewed	Periplasmic heavy metal sensor	2547399	Paraburkholderia pallida	167	PF13801	12..137
A0A4P7JKI0	unreviewed	Periplasmic heavy metal sensor	2552942	Boseongicola sp. CCM32	173	PF13801	30..158
A0A4P7RTI9	unreviewed	Periplasmic heavy metal sensor	2565556	Sphingopyxis sp. PAMC25046	145	PF13801	12..129
A0A4P7S073	unreviewed	Periplasmic heavy metal sensor	2565556	Sphingopyxis sp. PAMC25046	146	PF13801	12..130
A0A4P7UK91	unreviewed	Periplasmic heavy metal sensor	876	Desulfovibrio desulfuricans	166	PF13801	16..134
A0A4P7UN14	unreviewed	Periplasmic heavy metal sensor	876	Desulfovibrio desulfuricans	190	PF13801	15..133
A0A4P7YT96	unreviewed	Uncharacterized protein	652764	Azospirillum sp. TSH100	172	PF13801	31..155
A0A4P7YWV1	unreviewed	Periplasmic heavy metal sensor	709810	Azospirillum sp. TSA2s	165	PF13801	27..148
A0A4P7Z673	unreviewed	Periplasmic heavy metal sensor	709810	Azospirillum sp. TSA2s	148	PF13801	16..140
A0A4P8C879	unreviewed	Zinc resistance-associated protein	991919	Escherichia coli O145:NM	139	PF13801	8..121
A0A4P8EHX0	unreviewed	Periplasmic heavy metal sensor	2500533	Pseudorhodobacter turbinis	170	PF13801	24..147
A0A4P8ILI5	unreviewed	Periplasmic heavy metal sensor	2571746	Trinickia violacea	177	PF13801	15..137
A0A4P8IU10	unreviewed	Periplasmic heavy metal sensor	2571746	Trinickia violacea	161	PF13801	12..138
A0A4P8L5H1	unreviewed	Periplasmic heavy metal sensor	980445	Desulfoglaeba alkanexedens ALDC	163	PF13801	13..139
A0A4P8Q824	unreviewed	Periplasmic heavy metal sensor	2579977	Brevundimonas sp. SGAir0440	170	PF13801	12..139
A0A4P8QKX0	unreviewed	Periplasmic heavy metal sensor	2579977	Brevundimonas sp. SGAir0440	146	PF13801	11..130
A0A4P9J389	unreviewed	Signaling pathway modulator ZraP	77608	Pseudoalteromonas distincta	162	PF13801	11..144
A0A4P9TBF6	unreviewed	Zinc resistance-associated protein	2583588	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	151	PF13801	8..124
A0A4P9UXC8	unreviewed	Signaling pathway modulator ZraP	95641	Methylotuvimicrobium buryatense	127	PF13801	7..82
A0A4Q0GJE3	unreviewed	Periplasmic heavy metal sensor	1851410	Sphingomonas sp. UV9	146	PF13801	13..130
A0A4Q0MK80	unreviewed	Periplasmic heavy metal sensor	405005	Hansschlegelia zhihuaiae	175	PF13801	35..160
A0A4Q0MNK2	unreviewed	Periplasmic heavy metal sensor	405005	Hansschlegelia zhihuaiae	148	PF13801	15..139
A0A4Q0SI21	unreviewed	Periplasmic heavy metal sensor	1325107	Bradyrhizobium zhanjiangense	176	PF13801	69..153
A0A4Q0T305	unreviewed	Uncharacterized protein	2479048	Granulicella sibirica	142	PF13801	29..132
A0A4Q0T4N9	unreviewed	Periplasmic heavy metal sensor	2479048	Granulicella sibirica	220	PF13801	92..176
A0A4Q0XTL1	unreviewed	Periplasmic heavy metal sensor	2044504	Candidatus Marinarcus aquaticus	130	PF13801	33..110
A0A4Q0XZY2	unreviewed	Periplasmic heavy metal sensor	877500	Halarcobacter anaerophilus	136	PF13801	36..117
A0A4Q0YDB7	unreviewed	Periplasmic heavy metal sensor	1462615	Halarcobacter ebronensis	138	PF13801	41..119
A0A4Q1APP2	unreviewed	Periplasmic heavy metal sensor	1462615	Halarcobacter ebronensis	138	PF13801	32..120
A0A4Q1DFN6	unreviewed	Periplasmic heavy metal sensor	2508878	Chlorobaculum sp. 24CR	185	PF13801	18..141
A0A4Q1JLI7	unreviewed	Periplasmic heavy metal sensor	2501299	Ancylomarina salipaludis	269	PF13801	10..109,137..245
A0A4Q1KB22	unreviewed	Periplasmic heavy metal sensor	2506421	Flavobacterium stagni	160	PF13801	14..137
A0A4Q1KED8	unreviewed	Periplasmic heavy metal sensor	2506423	Sphingobium fluviale	145	PF13801	8..129
A0A4Q1SDF6	unreviewed	Periplasmic heavy metal sensor	1560006	Silvibacterium dinghuense	124	PF13801	34..116
A0A4Q1SK01	unreviewed	Periplasmic heavy metal sensor	1560006	Silvibacterium dinghuense	210	PF13801	42..152
A0A4Q1V1G5	unreviewed	Periplasmic heavy metal sensor	1777866	Mesorhizobium erdmanii	151	PF13801	10..128
A0A4Q2ABM6	unreviewed	Heavy metal resistance protein	2109331	Roseovarius sp. A46	165	PF13801	18..146
A0A4Q2AD81	unreviewed	Periplasmic heavy metal sensor	95485	Burkholderia stabilis	167	PF13801	12..139
A0A4Q2ARH2	unreviewed	Periplasmic heavy metal sensor	95485	Burkholderia stabilis	182	PF13801	15..143
A0A4Q2UJG6	unreviewed	Periplasmic heavy metal sensor	2502893	Spirosoma sordidisoli	166	PF13801	14..133
A0A4Q2WH12	unreviewed	Zinc resistance-associated protein	1397668	Desulforamulus aquiferis	151	PF13801	8..129
A0A4Q2XS45	unreviewed	Periplasmic heavy metal sensor	2026800	Verrucomicrobiaceae bacterium	157	PF13801	28..141
A0A4Q2YFT1	unreviewed	Periplasmic heavy metal sensor	2026800	Verrucomicrobiaceae bacterium	275	PF13801	61..184
A0A4Q2Z070	unreviewed	Periplasmic heavy metal sensor	1978525	Sphingomonadales bacterium	145	PF13801	11..130
A0A4Q2ZZG2	unreviewed	Periplasmic heavy metal sensor	2044944	Sphingobacteriales bacterium	160	PF13801	14..135
A0A4Q3AN52	unreviewed	Periplasmic heavy metal sensor	2026800	Verrucomicrobiaceae bacterium	142	PF13801	10..128
A0A4Q3CGM7	unreviewed	Periplasmic heavy metal sensor	1978525	Sphingomonadales bacterium	123	PF13801	12..123
A0A4Q3DCX4	unreviewed	Periplasmic heavy metal sensor	1978525	Sphingomonadales bacterium	146	PF13801	9..131
A0A4Q3HDC7	unreviewed	Periplasmic heavy metal sensor	1913961	Rhizobiaceae bacterium	169	PF13801	30..154
A0A4Q3IDA4	unreviewed	Periplasmic heavy metal sensor	1871070	Oxalobacteraceae bacterium	122	PF13801	18..122
A0A4Q3S6Z6	unreviewed	Periplasmic heavy metal sensor	1978230	Caulobacteraceae bacterium	180	PF13801	23..148
A0A4Q3TZT0	unreviewed	Periplasmic heavy metal sensor	1978230	Caulobacteraceae bacterium	121	PF13801	6..89
A0A4Q3V564	unreviewed	Periplasmic heavy metal sensor	1891238	Burkholderiales bacterium	179	PF13801	11..140
A0A4Q3Y4N9	unreviewed	Periplasmic heavy metal sensor	2510646	Loktanella sp. IMCC34160	164	PF13801	22..144
A0A4Q3ZM62	unreviewed	Periplasmic heavy metal sensor	2510645	Tropicimonas sp. IMCC6043	200	PF13801	26..151
A0A4Q4CYR9	unreviewed	Periplasmic heavy metal sensor	1909293	Acetobacteraceae bacterium	145	PF13801	16..135
A0A4Q4IWF1	unreviewed	Periplasmic heavy metal sensor	332055	Sphingobium indicum	146	PF13801	11..131
A0A4Q4XGQ4	unreviewed	Uncharacterized protein	2211642	Monosporascus sp. 5C6A	193	PF13801	59..164
A0A4Q5RAV6	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	146	PF13801	8..131
A0A4Q5S598	unreviewed	Periplasmic heavy metal sensor	1978525	Sphingomonadales bacterium	145	PF13801	9..130
A0A4Q5UFI6	unreviewed	Periplasmic heavy metal sensor	1869212	Chitinophagaceae bacterium	159	PF13801	11..134
A0A4Q5WY45	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	187	PF13801	19..148
A0A4Q5X3U0	unreviewed	Periplasmic heavy metal sensor	2026763	Myxococcales bacterium	149	PF13801	11..133
A0A4Q5ZCI9	unreviewed	Periplasmic heavy metal sensor	2044944	Sphingobacteriales bacterium	131	PF13801	14..122
A0A4Q6BPB5	unreviewed	Periplasmic heavy metal sensor	1977087	Pseudomonadota bacterium	181	PF13801	100..181
A0A4Q6EG00	unreviewed	Periplasmic heavy metal sensor	2021370	Sphingobacteriaceae bacterium	254	PF13801	14..136
A0A4Q6XM75	unreviewed	Periplasmic heavy metal sensor	2484750	Sphingomonas populi	146	PF13801	11..130
A0A4Q7T4Z4	unreviewed	Heavy-metal resistance protein	2512122	Sphingomonas sp. BK036	146	PF13801	14..132
A0A4Q7VMB2	unreviewed	Heavy-metal resistance protein	1639035	Ancylomarina subtilis	268	PF13801	12..109
A0A4Q7W0E9	unreviewed	Spy/CpxP family protein refolding chaperone	457575	Rivibacter subsaxonicus	179	PF13801	15..152
A0A4Q7YZN8	unreviewed	Spy/CpxP family protein refolding chaperone	388466	Edaphobacter modestus	252	PF13801	84..167
A0A4Q9GKJ6	unreviewed	Periplasmic heavy metal sensor	2528245	Hansschlegelia quercus	201	PF13801	76..194
A0A4R0MRE4	unreviewed	Periplasmic heavy metal sensor	2530452	Pedobacter frigiditerrae	186	PF13801	15..132
A0A4R0NK32	unreviewed	Periplasmic heavy metal sensor	2530453	Pedobacter psychroterrae	136	PF13801	6..100
A0A4R0QVH4	unreviewed	Periplasmic heavy metal sensor	2491138	Chlorobium sp. N1	171	PF13801	17..141
A0A4R0XG02	unreviewed	Periplasmic heavy metal sensor	1245441	Paraburkholderia steynii	184	PF13801	20..145
A0A4R1GCD6	unreviewed	Signaling pathway modulator ZraP	1476959	Marinobacterium mangrovicola	215	PF13801	94..203
A0A4R1L2H8	unreviewed	Spy/CpxP family protein refolding chaperone	768535	Acidipila rosea	187	PF13801	43..151
A0A4R1MK38	unreviewed	Heavy-metal resistance protein	1938809	Paraburkholderia sp. BL9I2N2	172	PF13801	12..138
A0A4R1MXE4	unreviewed	Heavy-metal resistance protein	1938809	Paraburkholderia sp. BL9I2N2	175	PF13801	10..136
A0A4R1NNZ1	unreviewed	Heavy-metal resistance protein	647720	Shimia isoporae	177	PF13801	19..143
A0A4R1S2E0	unreviewed	Spy/CpxP family protein refolding chaperone	1082276	Hydrogenispora ethanolica	169	PF13801	5..127
A0A4R1UUC3	unreviewed	Heavy-metal resistance protein	2485105	Novosphingobium sp. PhB165	146	PF13801	12..131
A0A4R1WB28	unreviewed	Heavy-metal resistance protein	1684385	Novosphingobium sp. ST904	146	PF13801	10..131
A0A4R1Z4G7	unreviewed	Heavy-metal resistance protein	540251	Rhodovulum steppense	173	PF13801	23..145
A0A4R2C769	unreviewed	Spy/CpxP family protein refolding chaperone	323621	Shinella granuli	174	PF13801	31..160
A0A4R2EA67	unreviewed	Heavy-metal resistance protein	979970	Acetobacteroides hydrogenigenes	183	PF13801	16..147
A0A4R2KJB8	unreviewed	Heavy-metal resistance protein	35805	Rhodovulum euryhalinum	173	PF13801	23..146
A0A4R2NJA8	unreviewed	Heavy-metal resistance protein	35804	Rhodovulum adriaticum	171	PF13801	24..147
A0A4R2P468	unreviewed	Heavy-metal resistance protein	2512131	Sphingomonas sp. BK235	145	PF13801	10..131
A0A4R2PLU8	unreviewed	Heavy-metal resistance protein	1188247	Rhodothalassium salexigens DSM 2132	193	PF13801	14..143
A0A4R2PYT6	unreviewed	Heavy-metal resistance protein	320662	Rhodovulum marinum	176	PF13801	30..152
A0A4R2RE71	unreviewed	Heavy-metal resistance protein	992286	Rhodovulum bhavnagarense	171	PF13801	24..147
A0A4R2RR59	unreviewed	Heavy-metal resistance protein	2135658	Sphingomonas sp. PP-CE-1G-424	146	PF13801	10..131
A0A4R2TFQ8	unreviewed	Heavy-metal resistance protein	2135661	Sphingomonas sp. PP-F2F-A104-K0414	149	PF13801	13..130
A0A4R2TWU8	unreviewed	Heavy-metal resistance protein	2135655	Sphingomonas sp. PP-CC-3A-396	149	PF13801	13..130
A0A4R3EGR7	unreviewed	Heavy-metal resistance protein	2512149	Rhizobium sp. BK376	131	PF13801	16..122
A0A4R3H4S0	unreviewed	Spy/CpxP family protein refolding chaperone	2512117	Caulobacter sp. BK020	146	PF13801	9..131
A0A4R3J4K6	unreviewed	Heavy-metal resistance protein	745311	Primorskyibacter sedentarius	173	PF13801	24..143
A0A4R3LA18	unreviewed	Spy/CpxP family protein refolding chaperone	114249	Tepidimonas ignava	180	PF13801	21..153
A0A4R3LMC3	unreviewed	Signaling pathway modulator ZraP	634155	Pseudofulvimonas gallinarii	183	PF13801	45..157
A0A4R3SZB2	unreviewed	Heavy-metal resistance protein	2485107	Novosphingobium sp. PhB57	146	PF13801	10..131
A0A4R3TU85	unreviewed	Heavy-metal resistance protein	2485167	Bradyrhizobium sp. Y-H1	146	PF13801	16..139
A0A4R3VEI6	unreviewed	Spy/CpxP family protein refolding chaperone	304	Roseateles saccharophilus	163	PF13801	14..144
A0A4R3YCR7	unreviewed	Spy/CpxP family protein refolding chaperone	1706046	Sulfurirhabdus autotrophica	225	PF13801	108..210
A0A4R4C8A6	unreviewed	Periplasmic heavy metal sensor	2094190	Burkholderia sp. SRS-25	183	PF13801	15..144
A0A4R4D447	unreviewed	Zinc resistance-associated protein	2058152	Klebsiella grimontii	140	PF13801	8..124
A0A4R4D4U3	unreviewed	Periplasmic heavy metal sensor	2527868	Roseicella aquatilis	119	PF13801	5..110
A0A4R5F1S2	unreviewed	Periplasmic heavy metal sensor	2546227	Antarcticimicrobium sediminis	148	PF13801	11..130
A0A4R5GYX5	unreviewed	Signaling pathway modulator ZraP	2546219	Alteromonadaceae bacterium M269	263	PF13801	14..127
A0A4R5L544	unreviewed	Periplasmic heavy metal sensor	2546446	Paraburkholderia guartelaensis	170	PF13801	12..137
A0A4R5M4J0	unreviewed	Periplasmic heavy metal sensor	2528715	Paraburkholderia silviterrae	182	PF13801	34..143
A0A4R5MFX1	unreviewed	Periplasmic heavy metal sensor	2528715	Paraburkholderia silviterrae	167	PF13801	12..137
A0A4R5QMN2	unreviewed	Periplasmic heavy metal sensor	1442381	Dankookia rubra	202	PF13801	73..193
A0A4R5UI61	unreviewed	Periplasmic heavy metal sensor	2547961	Rhizobium deserti	88	PF13801	14..70
A0A4R5V9E4	unreviewed	Periplasmic heavy metal sensor	2547397	Antarcticimicrobium luteum	160	PF13801	22..141
A0A4R5VCR6	unreviewed	Periplasmic heavy metal sensor	2547398	Algoriphagus aquimaris	253	PF13801	38..121
A0A4R6AUF8	unreviewed	Periplasmic heavy metal sensor	2552766	Fluviibacterium aquatile	181	PF13801	16..140
A0A4R6EF74	unreviewed	Spy/CpxP family protein refolding chaperone	29545	Azoarcus indigens	214	PF13801	64..170
A0A4R6EYW5	unreviewed	Heavy-metal resistance protein	1938796	Paraburkholderia sp. BL10I2N1	180	PF13801	15..139
A0A4R6F273	unreviewed	Spy/CpxP family protein refolding chaperone	1938796	Paraburkholderia sp. BL10I2N1	188	PF13801	67..153
A0A4R6F4K8	unreviewed	Heavy-metal resistance protein	1938796	Paraburkholderia sp. BL10I2N1	164	PF13801	12..137
A0A4R6FBC9	unreviewed	Heavy-metal resistance protein	517720	Stakelama pacifica	146	PF13801	9..131
A0A4R6GGK0	unreviewed	Spy/CpxP family protein refolding chaperone	303380	Herminiimonas fonticola	206	PF13801	57..166
A0A4R6GRL1	unreviewed	Signaling pathway modulator ZraP	229007	Halomonas ventosae	177	PF13801	57..168
A0A4R6N9V3	unreviewed	Spy/CpxP family protein refolding chaperone	582607	Roseateles asaccharophilus	169	PF13801	13..138
A0A4R6WYL7	unreviewed	Periplasmic heavy metal sensor	578943	Dongia mobilis	148	PF13801	16..136
A0A4R7LI74	unreviewed	Heavy-metal resistance protein	1242689	Litoreibacter halocynthiae	169	PF13801	20..147
A0A4R8G0K3	unreviewed	Heavy-metal resistance protein	364297	Rhodovulum visakhapatnamense	176	PF13801	22..146
A0A4R8H0Q1	unreviewed	Spy/CpxP family protein refolding chaperone	46469	Orenia marismortui	179	PF13801	6..129
A0A4R8ITE7	unreviewed	Signaling pathway modulator ZraP	381308	Thiohalophilus thiocyanatoxydans	153	PF13801	44..140
A0A4R8K0T0	unreviewed	Heavy-metal resistance protein	1938806	Paraburkholderia sp. BL6665CI2N2	172	PF13801	12..138
A0A4R8K9Y9	unreviewed	Heavy-metal resistance protein	1938806	Paraburkholderia sp. BL6665CI2N2	176	PF13801	11..137
A0A4R8L0T5	unreviewed	Spy/CpxP family protein refolding chaperone	2135628	Janthinobacterium sp. 75	168	PF13801	46..152
A0A4R8LJT5	unreviewed	Heavy-metal resistance protein	480658	Paraburkholderia rhizosphaerae	183	PF13801	12..143
A0A4R9FTP9	unreviewed	Periplasmic heavy metal sensor	2484985	Leptospira semungkisensis	198	PF13801	51..160
A0A4R9G027	unreviewed	Periplasmic heavy metal sensor	2484982	Leptospira selangorensis	184	PF13801	44..147
A0A4R9H956	unreviewed	Periplasmic heavy metal sensor	2484976	Leptospira andrefontaineae	209	PF13801	44..147
A0A4R9JAM1	unreviewed	Periplasmic heavy metal sensor	2484950	Leptospira koniambonensis	212	PF13801	44..147
A0A4R9LP48	unreviewed	Periplasmic heavy metal sensor	2484901	Leptospira ilyithenensis	163	PF13801	9..132
A0A4R9LXL4	unreviewed	Periplasmic heavy metal sensor	1193500	Leptospira idonii	224	PF13801	79..191
A0A4R9PRI4	unreviewed	Periplasmic heavy metal sensor	2496669	Mesorhizobium sp. M1D.F.Ca.ET.231.01.1.1	148	PF13801	8..125
A0A4R9QE44	unreviewed	Periplasmic heavy metal sensor	2563932	Mesorhizobium sp. M1D.F.Ca.ET.234.01.1.1	148	PF13801	8..125
A0A4R9QK56	unreviewed	Periplasmic heavy metal sensor	2496670	Mesorhizobium sp. M2D.F.Ca.ET.232.01.1.1	144	PF13801	8..126
A0A4R9VKN3	unreviewed	Periplasmic heavy metal sensor	2500530	Mesorhizobium sp. M2E.F.Ca.ET.219.01.1.1	147	PF13801	8..126
A0A4R9W0F4	unreviewed	Periplasmic heavy metal sensor	2500530	Mesorhizobium sp. M2E.F.Ca.ET.219.01.1.1	132	PF13801	17..126
A0A4R9WNM0	unreviewed	Periplasmic heavy metal sensor	2500529	Mesorhizobium sp. M00.F.Ca.ET.217.01.1.1	148	PF13801	8..125
A0A4R9X197	unreviewed	Periplasmic heavy metal sensor	2500528	Mesorhizobium sp. M00.F.Ca.ET.216.01.1.1	133	PF13801	16..123
A0A4S0GMQ6	unreviewed	Periplasmic heavy metal sensor	2496667	Mesorhizobium sp. M1C.F.Ca.ET.192.01.1.1	148	PF13801	8..125
A0A4S0IEV4	unreviewed	Periplasmic heavy metal sensor	2500526	Mesorhizobium sp. M2E.F.Ca.ET.209.01.1.1	102	PF13801	10..99
A0A4S0JM22	unreviewed	Periplasmic heavy metal sensor	2500526	Mesorhizobium sp. M2E.F.Ca.ET.209.01.1.1	147	PF13801	8..126
A0A4S0JZ46	unreviewed	Periplasmic heavy metal sensor	2500526	Mesorhizobium sp. M2E.F.Ca.ET.209.01.1.1	132	PF13801	17..126
A0A4S0L655	unreviewed	Periplasmic heavy metal sensor	2563923	Mesorhizobium sp. M1C.F.Ca.ET.187.01.1.1	148	PF13801	8..125
A0A4S0N2T4	unreviewed	Periplasmic heavy metal sensor	2563946	Mesorhizobium sp. M3A.F.Ca.ET.201.01.1.1	123	PF13801	8..122
A0A4S0SAW0	unreviewed	Periplasmic heavy metal sensor	2563970	Mesorhizobium sp. M8A.F.Ca.ET.213.01.1.1	151	PF13801	10..129
A0A4S0VJ94	unreviewed	Periplasmic heavy metal sensor	2500523	Mesorhizobium sp. M2E.F.Ca.ET.166.01.1.1	147	PF13801	8..126
A0A4S0VTN0	unreviewed	Periplasmic heavy metal sensor	2500523	Mesorhizobium sp. M2E.F.Ca.ET.166.01.1.1	132	PF13801	17..126
A0A4S1EAE8	unreviewed	Periplasmic heavy metal sensor	2562948	Alcaligenaceae bacterium 429	183	PF13801	8..139
A0A4S2H3W4	unreviewed	Periplasmic heavy metal sensor	2029849	Marinicauda algicola	170	PF13801	17..146
A0A4S2H7T5	unreviewed	Periplasmic heavy metal sensor	1133559	Marinicauda pacifica	257	PF13801	71..198
